date,State,Population,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated
2021-07-30,Arkansas,2978204,8407,1405459,2893,1095214
2021-07-31,Arkansas,2978204,7451,1412910,2561,1097775
2021-08-01,Arkansas,2978204,9912,1422822,3360,1101135
2021-08-02,Arkansas,2978204,5326,1428148,1922,1103057
2021-08-03,Arkansas,2978204,2690,1430838,963,1104020
2021-08-04,Arkansas,2978204,17692,1448530,14070,1118090
2021-08-05,Arkansas,2978204,8282,1456812,3860,1121950
2021-08-06,Arkansas,2978204,8577,1465389,3477,1125427
2021-08-07,Arkansas,2978204,8621,1474010,4076,1129503
2021-08-08,Arkansas,2978204,8745,1482755,4762,1134265
2021-08-09,Arkansas,2978204,4222,1486977,2403,1136668
2021-08-10,Arkansas,2978204,3359,1490336,1785,1138453
2021-08-11,Arkansas,2978204,7530,1497866,4379,1142832
2021-08-12,Arkansas,2978204,7314,1505180,4429,1147261
2021-08-13,Arkansas,2978204,8063,1513243,5197,1152458
2021-08-14,Arkansas,2978204,8233,1521476,6028,1158486
2021-08-15,Arkansas,2978204,7902,1529378,6862,1165348
2021-08-16,Arkansas,2978204,3369,1532747,3131,1168479
2021-08-17,Arkansas,2978204,4981,1537728,2495,1170974
2021-08-18,Arkansas,2978204,7139,1544867,6488,1177462
2021-08-19,Arkansas,2978204,5634,1550501,5697,1183159
2021-08-20,Arkansas,2978204,4888,1555389,5336,1188495
2021-08-21,Arkansas,2978204,5411,1560800,4804,1193299
2021-08-22,Arkansas,2978204,7534,1568334,10171,1203470
2021-08-23,Arkansas,2978204,2648,1570982,4177,1207647
2021-08-24,Arkansas,2978204,2184,1573166,3493,1211140
2021-08-25,Arkansas,2978204,5709,1578875,6958,1218098
2021-08-26,Arkansas,2978204,6320,1585195,7664,1225762
2021-08-27,Arkansas,2978204,6056,1591251,6623,1232385
2021-08-28,Arkansas,2978204,0,1591251,0,1232385
2021-08-29,Arkansas,2978204,9714,1600965,14183,1246568
2021-08-30,Arkansas,2978204,2175,1603140,4080,1250648
2021-08-31,Arkansas,2978204,1427,1604567,2420,1253068
2021-09-01,Arkansas,2978204,5380,1609947,7904,1260972
2021-09-02,Arkansas,2978204,5138,1615085,6991,1267963
2021-09-03,Arkansas,2978204,4428,1619513,6678,1274641
2021-09-04,Arkansas,2978204,4497,1624010,7176,1281817
2021-09-05,Arkansas,2978204,0,1624010,0,1281817
2021-09-06,Arkansas,2978204,0,1624010,0,1281817
2021-09-07,Arkansas,2978204,6592,1630602,11742,1293559
2021-09-08,Arkansas,2978204,916,1631518,1643,1295202
2021-09-09,Arkansas,2978204,2728,1634246,4840,1300042
2021-09-10,Arkansas,2978204,5141,1639387,7948,1307990
2021-09-11,Arkansas,2978204,3116,1642503,5026,1313016
2021-09-12,Arkansas,2978204,3263,1645766,5396,1318412
2021-09-13,Arkansas,2978204,0,1645766,0,1318412
2021-09-14,Arkansas,2978204,2732,1648498,5044,1323456
2021-09-15,Arkansas,2978204,2369,1650867,4133,1327589
2021-09-16,Arkansas,2978204,3041,1653908,4474,1332063
2021-09-17,Arkansas,2978204,2741,1656649,4333,1336396
2021-09-18,Arkansas,2978204,2641,1659290,4431,1340827
2021-09-19,Arkansas,2978204,2832,1662122,5220,1346047
2021-09-20,Arkansas,2978204,1259,1663381,2239,1348286
2021-09-21,Arkansas,2978204,937,1664318,1550,1349836
2021-09-22,Arkansas,2978204,3178,1667496,4680,1354516
2021-09-23,Arkansas,2978204,2118,1669614,3654,1358170
2021-09-24,Arkansas,2978204,2084,1671698,2873,1361043
2021-09-25,Arkansas,2978204,1818,1673516,2830,1363873
2021-09-26,Arkansas,2978204,2171,1675687,3533,1367406
2021-09-27,Arkansas,2978204,962,1676649,1520,1368926
2021-09-28,Arkansas,2978204,0,1676649,0,1368926
2021-09-29,Arkansas,2978204,2853,1679502,4226,1373152
2021-09-30,Arkansas,2978204,2190,1681692,2812,1375964
2021-10-01,Arkansas,2978204,2258,1683950,2907,1378871
2021-10-02,Arkansas,2978204,1965,1685915,2557,1381428
2021-10-03,Arkansas,2978204,2589,1688504,3559,1384987
2021-10-04,Arkansas,2978204,1510,1690014,1954,1386941
2021-10-05,Arkansas,2978204,748,1690762,996,1387937
2021-10-06,Arkansas,2978204,1890,1692652,2874,1390811
2021-10-07,Arkansas,2978204,1663,1694315,1944,1392755
2021-10-08,Arkansas,2978204,2925,1697240,2916,1395671
2021-10-09,Arkansas,2978204,1613,1698853,2058,1397729
2021-10-10,Arkansas,2978204,0,1698853,0,1397729
2021-10-11,Arkansas,2978204,0,1698853,0,1397729
2021-10-12,Arkansas,2978204,3416,1702269,4434,1402163
2021-10-13,Arkansas,2978204,1606,1703875,2029,1404192
2021-10-14,Arkansas,2978204,2105,1705980,2550,1406742
2021-10-15,Arkansas,2978204,1785,1707765,2072,1408814
2021-10-16,Arkansas,2978204,1855,1709620,2059,1410873
2021-10-17,Arkansas,2978204,2761,1712381,2707,1413580
2021-10-18,Arkansas,2978204,761,1713142,1002,1414582
2021-10-19,Arkansas,2978204,557,1713699,646,1415228
2021-10-20,Arkansas,2978204,1699,1715398,2980,1418208
2021-10-21,Arkansas,2978204,1857,1717255,2232,1420440
2021-10-22,Arkansas,2978204,17079,1734334,13590,1434030
2021-10-23,Arkansas,2978204,1494,1735828,1605,1435635
2021-10-24,Arkansas,2978204,1882,1737710,2081,1437716
2021-10-25,Arkansas,2978204,1040,1738750,845,1438561
2021-10-26,Arkansas,2978204,699,1739449,597,1439158
2021-10-27,Arkansas,2978204,2000,1741449,1793,1440951
2021-10-28,Arkansas,2978204,2328,1743777,1839,1442790
2021-10-29,Arkansas,2978204,3457,1747234,2776,1445566
2021-10-30,Arkansas,2978204,2211,1749445,1917,1447483
2021-10-31,Arkansas,2978204,2296,1751741,2173,1449656
2021-11-01,Arkansas,2978204,1274,1753015,936,1450592
2021-11-02,Arkansas,2978204,677,1753692,514,1451106
2021-11-03,Arkansas,2978204,1910,1755602,1545,1452651
2021-11-04,Arkansas,2978204,2182,1757784,1922,1454573
2021-11-05,Arkansas,2978204,2338,1760122,2024,1456597
2021-11-06,Arkansas,2978204,2015,1762137,1559,1458156
2021-11-07,Arkansas,2978204,2891,1765028,1975,1460131
2021-11-08,Arkansas,2978204,1963,1766991,1064,1461195
2021-11-09,Arkansas,2978204,1006,1767997,460,1461655
2021-11-10,Arkansas,2978204,3527,1771524,1761,1463416
2021-11-11,Arkansas,2978204,0,1771524,0,1463416
2021-11-12,Arkansas,2978204,7567,1779091,4100,1467516
2021-11-13,Arkansas,2978204,2867,1781958,1422,1468938
2021-11-14,Arkansas,2978204,4501,1786459,1665,1470603
2021-11-15,Arkansas,2978204,1956,1788415,669,1471272
2021-11-16,Arkansas,2978204,1224,1789639,420,1471692
2021-11-17,Arkansas,2978204,2688,1792327,1284,1472976
2021-11-18,Arkansas,2978204,0,1792327,0,1472976
2021-11-19,Arkansas,2978204,250,1792577,88,1473064
2021-11-20,Arkansas,2978204,6660,1799237,2861,1475925
2021-11-21,Arkansas,2978204,7111,1806348,3058,1478983
2021-11-22,Arkansas,2978204,2313,1808661,782,1479765
2021-11-23,Arkansas,2978204,0,1808661,0,1479765
2021-11-24,Arkansas,2978204,1186,1809847,512,1480277
2021-11-25,Arkansas,2978204,0,1809847,0,1480277
2021-11-26,Arkansas,2978204,0,1809847,0,1480277
2021-11-27,Arkansas,2978204,0,1809847,0,1480277
2021-11-28,Arkansas,2978204,0,1809847,0,1480277
2021-11-29,Arkansas,2978204,0,1809847,0,1480277
2021-11-30,Arkansas,2978204,14675,1824522,8080,1488357
2021-12-01,Arkansas,2978204,4118,1828640,2577,1490934
2021-12-02,Arkansas,2978204,2702,1831342,2738,1493672
2021-12-03,Arkansas,2978204,2837,1834179,2216,1495888
2021-12-04,Arkansas,2978204,443,1834622,181,1496069
2021-12-05,Arkansas,2978204,6459,1841081,6246,1502315
2021-12-06,Arkansas,2978204,2352,1843433,1799,1504114
2021-12-07,Arkansas,2978204,169,1843602,51,1504165
2021-12-08,Arkansas,2978204,4871,1848473,4072,1508237
2021-12-09,Arkansas,2978204,2969,1851442,2744,1510981
2021-12-10,Arkansas,2978204,338,1851780,134,1511115
2021-12-11,Arkansas,2978204,6259,1858039,6025,1517140
2021-12-12,Arkansas,2978204,2856,1860895,2834,1519974
2021-12-13,Arkansas,2978204,1258,1862153,1412,1521386
2021-12-14,Arkansas,2978204,833,1862986,552,1521938
2021-12-15,Arkansas,2978204,0,1862986,0,1521938
2021-12-16,Arkansas,2978204,245,1863231,132,1522070
2021-12-17,Arkansas,2978204,5038,1868269,5196,1527266
2021-12-18,Arkansas,2978204,0,1868269,0,1527266
2021-12-19,Arkansas,2978204,4706,1872975,3513,1530779
2021-12-20,Arkansas,2978204,1221,1874196,1035,1531814
2021-12-21,Arkansas,2978204,710,1874906,499,1532313
2021-12-22,Arkansas,2978204,5937,1880843,3984,1536297
2021-12-23,Arkansas,2978204,297,1881140,114,1536411
2021-12-24,Arkansas,2978204,0,1881140,0,1536411
2021-12-25,Arkansas,2978204,0,1881140,0,1536411
2021-12-26,Arkansas,2978204,0,1881140,0,1536411
2021-12-27,Arkansas,2978204,5483,1886623,4460,1540871
2021-12-28,Arkansas,2978204,1431,1888054,1012,1541883
2021-12-29,Arkansas,2978204,2618,1890672,1915,1543798
2021-12-30,Arkansas,2978204,2119,1892791,1715,1545513
2021-12-31,Arkansas,2978204,0,1892791,0,1545513
2022-01-01,Arkansas,2978204,0,1892791,0,1545513
2022-01-02,Arkansas,2978204,0,1892791,0,1545513
2022-01-03,Arkansas,2978204,0,1892791,0,1545513
2022-01-04,Arkansas,2978204,7908,1900699,5502,1551015
2022-01-05,Arkansas,2978204,3073,1903772,1647,1552662
2022-01-06,Arkansas,2978204,0,1903772,0,1552662
2022-01-07,Arkansas,2978204,2707,1906479,1633,1554295
2022-01-08,Arkansas,2978204,5442,1911921,3417,1557712
2022-01-09,Arkansas,2978204,2757,1914678,1604,1559316
2022-01-10,Arkansas,2978204,1624,1916302,863,1560179
2022-01-11,Arkansas,2978204,1246,1917548,549,1560728
2022-01-12,Arkansas,2978204,2340,1919888,1380,1562108
2022-01-13,Arkansas,2978204,2274,1922162,1379,1563487
2022-01-14,Arkansas,2978204,2756,1924918,1599,1565086
2022-01-15,Arkansas,2978204,0,1924918,0,1565086
2022-01-16,Arkansas,2978204,2499,1927417,1341,1566427
2022-01-17,Arkansas,2978204,0,1927417,0,1566427
2022-01-18,Arkansas,2978204,4774,1932191,2350,1568777
2022-01-19,Arkansas,2978204,14404,1946595,8830,1577607
2022-01-20,Arkansas,2978204,1493,1948088,1043,1578650
2022-01-21,Arkansas,2978204,1609,1949697,1193,1579843
2022-01-22,Arkansas,2978204,1388,1951085,1061,1580904
2022-01-23,Arkansas,2978204,114,1951199,47,1580951
2022-01-24,Arkansas,2978204,2714,1953913,2092,1583043
2022-01-25,Arkansas,2978204,625,1954538,404,1583447
2022-01-26,Arkansas,2978204,429,1954967,437,1583884
2022-01-27,Arkansas,2978204,2739,1957706,2489,1586373
2022-01-28,Arkansas,2978204,1509,1959215,1421,1587794
2022-01-29,Arkansas,2978204,1306,1960521,1363,1589157
2022-01-30,Arkansas,2978204,1258,1961779,1364,1590521
2022-01-31,Arkansas,2978204,0,1961779,0,1590521
2022-02-01,Arkansas,2978204,1092,1962871,1250,1591771
2022-02-02,Arkansas,2978204,102,1962973,33,1591804
2022-02-03,Arkansas,2978204,0,1962973,0,1591804
2022-02-04,Arkansas,2978204,3151,1966124,3475,1595279
2022-02-05,Arkansas,2978204,121,1966245,41,1595320
2022-02-06,Arkansas,2978204,1141,1967386,1406,1596726
2022-02-07,Arkansas,2978204,371,1967757,520,1597246
2022-02-08,Arkansas,2978204,522,1968279,446,1597692
2022-02-09,Arkansas,2978204,0,1968279,0,1597692
2021-07-01,American Samoa,55689,432,25939,300,21291
2021-07-02,American Samoa,55689,120,26059,157,21448
2021-07-03,American Samoa,55689,29,26088,33,21481
2021-07-04,American Samoa,55689,138,26226,102,21583
2021-07-05,American Samoa,55689,0,26226,0,21583
2021-07-06,American Samoa,55689,0,26226,0,21583
2021-07-07,American Samoa,55689,269,26495,98,21681
2021-07-08,American Samoa,55689,34,26529,33,21714
2021-07-09,American Samoa,55689,188,26717,259,21973
2021-07-10,American Samoa,55689,18,26735,24,21997
2021-07-11,American Samoa,55689,0,26735,0,21997
2021-07-12,American Samoa,55689,1,26736,1,21998
2021-07-13,American Samoa,55689,347,27083,236,22234
2021-07-14,American Samoa,55689,196,27279,154,22388
2021-07-15,American Samoa,55689,50,27329,35,22423
2021-07-16,American Samoa,55689,180,27509,157,22580
2021-07-17,American Samoa,55689,0,27509,0,22580
2021-07-18,American Samoa,55689,0,27509,0,22580
2021-07-19,American Samoa,55689,0,27509,0,22580
2021-07-20,American Samoa,55689,0,27509,0,22580
2021-07-21,American Samoa,55689,305,27814,263,22843
2021-07-22,American Samoa,55689,31,27845,25,22868
2021-07-23,American Samoa,55689,2,27847,2,22870
2021-07-24,American Samoa,55689,133,27980,123,22993
2021-07-25,American Samoa,55689,0,27980,0,22993
2021-07-26,American Samoa,55689,516,28496,412,23405
2021-07-27,American Samoa,55689,0,28496,0,23405
2021-07-28,American Samoa,55689,271,28767,153,23558
2021-07-29,American Samoa,55689,0,28767,1,23559
2021-07-30,American Samoa,55689,1,28768,1,23560
2021-07-31,American Samoa,55689,154,28922,140,23700
2021-08-01,American Samoa,55689,0,28922,0,23700
2021-08-02,American Samoa,55689,86,29008,159,23859
2021-08-03,American Samoa,55689,0,29008,0,23859
2021-08-04,American Samoa,55689,160,29168,183,24042
2021-08-05,American Samoa,55689,0,29168,1,24043
2021-08-06,American Samoa,55689,198,29366,174,24217
2021-08-07,American Samoa,55689,0,29366,0,24217
2021-08-08,American Samoa,55689,0,29366,0,24217
2021-08-09,American Samoa,55689,0,29366,0,24217
2021-08-10,American Samoa,55689,87,29453,93,24310
2021-08-11,American Samoa,55689,1,29454,0,24310
2021-08-12,American Samoa,55689,0,29454,0,24310
2021-08-13,American Samoa,55689,276,29730,336,24646
2021-08-14,American Samoa,55689,19,29749,17,24663
2021-08-15,American Samoa,55689,0,29749,0,24663
2021-08-16,American Samoa,55689,0,29749,0,24663
2021-08-17,American Samoa,55689,208,29957,268,24931
2021-08-18,American Samoa,55689,1,29958,1,24932
2021-08-19,American Samoa,55689,192,30150,159,25091
2021-08-20,American Samoa,55689,0,30150,0,25091
2021-08-21,American Samoa,55689,168,30318,151,25242
2021-08-22,American Samoa,55689,0,30318,0,25242
2021-08-23,American Samoa,55689,0,30318,0,25242
2021-08-24,American Samoa,55689,119,30437,134,25376
2021-08-25,American Samoa,55689,108,30545,161,25537
2021-08-26,American Samoa,55689,53,30598,25,25562
2021-08-27,American Samoa,55689,0,30598,0,25562
2021-08-28,American Samoa,55689,0,30598,0,25562
2021-08-29,American Samoa,55689,2,30600,12,25574
2021-08-30,American Samoa,55689,1,30601,0,25574
2021-08-31,American Samoa,55689,1,30602,0,25574
2021-09-01,American Samoa,55689,0,30602,0,25574
2021-09-02,American Samoa,55689,0,30602,0,25574
2021-09-03,American Samoa,55689,852,31454,464,26038
2021-09-04,American Samoa,55689,26,31480,48,26086
2021-09-05,American Samoa,55689,0,31480,0,26086
2021-09-06,American Samoa,55689,0,31480,0,26086
2021-09-07,American Samoa,55689,1,31481,0,26086
2021-09-08,American Samoa,55689,506,31987,271,26357
2021-09-09,American Samoa,55689,3,31990,2,26359
2021-09-10,American Samoa,55689,397,32387,307,26666
2021-09-11,American Samoa,55689,0,32387,0,26666
2021-09-12,American Samoa,55689,0,32387,0,26666
2021-09-13,American Samoa,55689,0,32387,0,26666
2021-09-14,American Samoa,55689,2,32389,0,26666
2021-09-15,American Samoa,55689,0,32389,0,26666
2021-09-16,American Samoa,55689,1,32390,0,26666
2021-09-17,American Samoa,55689,0,32390,0,26666
2021-09-18,American Samoa,55689,220,32610,139,26805
2021-09-19,American Samoa,55689,0,32610,1,26806
2021-09-20,American Samoa,55689,0,32610,1,26807
2021-09-21,American Samoa,55689,310,32920,134,26941
2021-09-22,American Samoa,55689,1,32921,0,26941
2021-09-23,American Samoa,55689,597,33518,641,27582
2021-09-24,American Samoa,55689,-3,33515,-1,27581
2021-09-25,American Samoa,55689,180,33695,294,27875
2021-09-26,American Samoa,55689,0,33695,0,27875
2021-09-27,American Samoa,55689,403,34098,378,28253
2021-09-28,American Samoa,55689,0,34098,0,28253
2021-09-29,American Samoa,55689,89,34187,180,28433
2021-09-30,American Samoa,55689,0,34187,0,28433
2021-10-01,American Samoa,55689,82,34269,330,28763
2021-10-02,American Samoa,55689,0,34269,0,28763
2021-10-03,American Samoa,55689,0,34269,0,28763
2021-10-04,American Samoa,55689,0,34269,0,28763
2021-10-05,American Samoa,55689,0,34269,1,28764
2021-10-06,American Samoa,55689,0,34269,0,28764
2021-10-07,American Samoa,55689,258,34527,399,29163
2021-10-08,American Samoa,55689,0,34527,0,29163
2021-10-09,American Samoa,55689,92,34619,242,29405
2021-10-10,American Samoa,55689,0,34619,0,29405
2021-10-11,American Samoa,55689,0,34619,0,29405
2021-10-12,American Samoa,55689,1,34620,0,29405
2021-10-13,American Samoa,55689,0,34620,0,29405
2021-10-14,American Samoa,55689,106,34726,386,29791
2021-10-15,American Samoa,55689,0,34726,0,29791
2021-10-16,American Samoa,55689,0,34726,0,29791
2021-10-17,American Samoa,55689,0,34726,0,29791
2021-10-18,American Samoa,55689,0,34726,0,29791
2021-10-19,American Samoa,55689,456,35182,945,30736
2021-10-20,American Samoa,55689,0,35182,0,30736
2021-10-21,American Samoa,55689,20,35202,61,30797
2021-10-22,American Samoa,55689,0,35202,0,30797
2021-10-23,American Samoa,55689,0,35202,0,30797
2021-10-24,American Samoa,55689,0,35202,0,30797
2021-10-25,American Samoa,55689,0,35202,0,30797
2021-10-26,American Samoa,55689,18,35220,105,30902
2021-10-27,American Samoa,55689,0,35220,0,30902
2021-10-28,American Samoa,55689,10,35230,35,30937
2021-10-29,American Samoa,55689,0,35230,0,30937
2021-10-30,American Samoa,55689,8,35238,40,30977
2021-10-31,American Samoa,55689,0,35238,0,30977
2021-11-01,American Samoa,55689,0,35238,0,30977
2021-11-02,American Samoa,55689,1,35239,0,30977
2021-11-03,American Samoa,55689,24,35263,65,31042
2021-11-04,American Samoa,55689,0,35263,0,31042
2021-11-05,American Samoa,55689,24,35287,52,31094
2021-11-06,American Samoa,55689,1,35288,0,31094
2021-11-07,American Samoa,55689,1,35289,0,31094
2021-11-08,American Samoa,55689,1,35290,0,31094
2021-11-09,American Samoa,55689,49,35339,68,31162
2021-11-10,American Samoa,55689,0,35339,0,31162
2021-11-11,American Samoa,55689,0,35339,0,31162
2021-11-12,American Samoa,55689,27,35366,20,31182
2021-11-13,American Samoa,55689,14,35380,32,31214
2021-11-14,American Samoa,55689,0,35380,0,31214
2021-11-15,American Samoa,55689,0,35380,0,31214
2021-11-16,American Samoa,55689,17,35397,60,31274
2021-11-17,American Samoa,55689,0,35397,0,31274
2021-11-18,American Samoa,55689,0,35397,0,31274
2021-11-19,American Samoa,55689,0,35397,0,31274
2021-11-20,American Samoa,55689,1,35398,0,31274
2021-11-21,American Samoa,55689,0,35398,0,31274
2021-11-22,American Samoa,55689,0,35398,0,31274
2021-11-23,American Samoa,55689,0,35398,0,31274
2021-11-24,American Samoa,55689,120,35518,77,31351
2021-11-25,American Samoa,55689,0,35518,0,31351
2021-11-26,American Samoa,55689,0,35518,0,31351
2021-11-27,American Samoa,55689,0,35518,0,31351
2021-11-28,American Samoa,55689,0,35518,0,31351
2021-11-29,American Samoa,55689,0,35518,0,31351
2021-11-30,American Samoa,55689,67,35585,44,31395
2021-12-01,American Samoa,55689,0,35585,0,31395
2021-12-02,American Samoa,55689,0,35585,0,31395
2021-12-03,American Samoa,55689,0,35585,0,31395
2021-12-04,American Samoa,55689,1475,37060,129,31524
2021-12-05,American Samoa,55689,1,37061,1,31525
2021-12-06,American Samoa,55689,819,37880,69,31594
2021-12-07,American Samoa,55689,0,37880,0,31594
2021-12-08,American Samoa,55689,1,37881,0,31594
2021-12-09,American Samoa,55689,0,37881,0,31594
2021-12-10,American Samoa,55689,0,37881,0,31594
2021-12-11,American Samoa,55689,1124,39005,149,31743
2021-12-12,American Samoa,55689,0,39005,0,31743
2021-12-13,American Samoa,55689,0,39005,0,31743
2021-12-14,American Samoa,55689,16,39021,0,31743
2021-12-15,American Samoa,55689,0,39021,0,31743
2021-12-16,American Samoa,55689,101,39122,83,31826
2021-12-17,American Samoa,55689,589,39711,82,31908
2021-12-18,American Samoa,55689,0,39711,0,31908
2021-12-19,American Samoa,55689,2,39713,0,31908
2021-12-20,American Samoa,55689,0,39713,0,31908
2021-12-21,American Samoa,55689,277,39990,55,31963
2021-12-22,American Samoa,55689,106,40096,45,32008
2021-12-23,American Samoa,55689,20,40116,21,32029
2021-12-24,American Samoa,55689,0,40116,0,32029
2021-12-25,American Samoa,55689,0,40116,0,32029
2021-12-26,American Samoa,55689,0,40116,0,32029
2021-12-27,American Samoa,55689,126,40242,523,32552
2021-12-28,American Samoa,55689,12,40254,153,32705
2021-12-29,American Samoa,55689,0,40254,0,32705
2021-12-30,American Samoa,55689,0,40254,0,32705
2021-12-31,American Samoa,55689,0,40254,0,32705
2022-01-01,American Samoa,55689,0,40254,0,32705
2022-01-02,American Samoa,55689,0,40254,0,32705
2022-01-03,American Samoa,55689,0,40254,0,32705
2022-01-04,American Samoa,55689,472,40726,1798,34503
2022-01-05,American Samoa,55689,148,40874,253,34756
2022-01-06,American Samoa,55689,0,40874,0,34756
2022-01-07,American Samoa,55689,120,40994,191,34947
2022-01-08,American Samoa,55689,252,41246,707,35654
2022-01-09,American Samoa,55689,0,41246,0,35654
2022-01-10,American Samoa,55689,2,41248,0,35654
2022-01-11,American Samoa,55689,137,41385,190,35844
2022-01-12,American Samoa,55689,123,41508,162,36006
2022-01-13,American Samoa,55689,145,41653,115,36121
2022-01-14,American Samoa,55689,100,41753,162,36283
2022-01-15,American Samoa,55689,0,41753,0,36283
2022-01-16,American Samoa,55689,67,41820,81,36364
2022-01-17,American Samoa,55689,0,41820,0,36364
2022-01-18,American Samoa,55689,0,41820,1,36365
2022-01-19,American Samoa,55689,162,41982,160,36525
2022-01-20,American Samoa,55689,12,41994,76,36601
2022-01-21,American Samoa,55689,30,42024,105,36706
2022-01-22,American Samoa,55689,13,42037,93,36799
2022-01-23,American Samoa,55689,1,42038,0,36799
2022-01-24,American Samoa,55689,0,42038,0,36799
2022-01-25,American Samoa,55689,1,42039,0,36799
2022-01-26,American Samoa,55689,12,42051,33,36832
2022-01-27,American Samoa,55689,23,42074,115,36947
2022-01-28,American Samoa,55689,6,42080,27,36974
2022-01-29,American Samoa,55689,16,42096,113,37087
2022-01-30,American Samoa,55689,1,42097,1,37088
2022-01-31,American Samoa,55689,0,42097,0,37088
2022-02-01,American Samoa,55689,42,42139,274,37362
2022-02-02,American Samoa,55689,9,42148,44,37406
2022-02-03,American Samoa,55689,0,42148,0,37406
2022-02-04,American Samoa,55689,91,42239,183,37589
2022-02-05,American Samoa,55689,2,42241,0,37589
2022-02-06,American Samoa,55689,0,42241,0,37589
2022-02-07,American Samoa,55689,0,42241,1,37590
2022-02-08,American Samoa,55689,141,42382,217,37807
2022-02-09,American Samoa,55689,0,42382,0,37807
2021-07-01,Arizona,6828065,69824,3677400,211212,3140316
2021-07-02,Arizona,6828065,6427,3683827,7528,3147844
2021-07-03,Arizona,6828065,7231,3691058,7831,3155675
2021-07-04,Arizona,6828065,10237,3701295,10608,3166283
2021-07-05,Arizona,6828065,0,3701295,0,3166283
2021-07-06,Arizona,6828065,6102,3707397,6097,3172380
2021-07-07,Arizona,6828065,2374,3709771,2505,3174885
2021-07-08,Arizona,6828065,5670,3715441,6506,3181391
2021-07-09,Arizona,6828065,6292,3721733,7578,3188969
2021-07-10,Arizona,6828065,6428,3728161,7419,3196388
2021-07-11,Arizona,6828065,6445,3734606,6868,3203256
2021-07-12,Arizona,6828065,4395,3739001,4769,3208025
2021-07-13,Arizona,6828065,3270,3742271,3093,3211118
2021-07-14,Arizona,6828065,4440,3746711,5133,3216251
2021-07-15,Arizona,6828065,5628,3752339,5623,3221874
2021-07-16,Arizona,6828065,6116,3758455,6138,3228012
2021-07-17,Arizona,6828065,6287,3764742,5482,3233494
2021-07-18,Arizona,6828065,6340,3771082,5573,3239067
2021-07-19,Arizona,6828065,4483,3775565,3515,3242582
2021-07-20,Arizona,6828065,0,3775565,0,3242582
2021-07-21,Arizona,6828065,8608,3784173,6674,3249256
2021-07-22,Arizona,6828065,6963,3791136,5200,3254456
2021-07-23,Arizona,6828065,7299,3798435,5086,3259542
2021-07-24,Arizona,6828065,7414,3805849,4904,3264446
2021-07-25,Arizona,6828065,7811,3813660,4819,3269265
2021-07-26,Arizona,6828065,8131,3821791,4186,3273451
2021-07-27,Arizona,6828065,5263,3827054,2451,3275902
2021-07-28,Arizona,6828065,7437,3834491,3498,3279400
2021-07-29,Arizona,6828065,7255,3841746,3773,3283173
2021-07-30,Arizona,6828065,11511,3853257,5937,3289110
2021-07-31,Arizona,6828065,8808,3862065,4938,3294048
2021-08-01,Arizona,6828065,9229,3871294,4845,3298893
2021-08-02,Arizona,6828065,290,3871584,107,3299000
2021-08-03,Arizona,6828065,13346,3884930,6583,3305583
2021-08-04,Arizona,6828065,8603,3893533,3767,3309350
2021-08-05,Arizona,6828065,9635,3903168,5029,3314379
2021-08-06,Arizona,6828065,13518,3916686,7824,3322203
2021-08-07,Arizona,6828065,9371,3926057,5154,3327357
2021-08-08,Arizona,6828065,8416,3934473,4804,3332161
2021-08-09,Arizona,6828065,10307,3944780,5382,3337543
2021-08-10,Arizona,6828065,5368,3950148,2762,3340305
2021-08-11,Arizona,6828065,6369,3956517,4060,3344365
2021-08-12,Arizona,6828065,6454,3962971,4339,3348704
2021-08-13,Arizona,6828065,17901,3980872,11833,3360537
2021-08-14,Arizona,6828065,11977,3992849,12626,3373163
2021-08-15,Arizona,6828065,9110,4001959,5997,3379160
