date,State,Population,new_persons_vaccinated,cumulative_persons_vaccinated,new_persons_fully_vaccinated,cumulative_persons_fully_vaccinated
2021-08-22,North Carolina,10042802,16869,5699936,12313,4758220
2021-08-23,North Carolina,10042802,11510,5711446,8828,4767048
2021-08-24,North Carolina,10042802,20806,5732252,13190,4780238
2021-08-25,North Carolina,10042802,15058,5747310,11326,4791564
2021-08-26,North Carolina,10042802,15726,5763036,11088,4802652
2021-08-27,North Carolina,10042802,17440,5780476,12745,4815397
2021-08-28,North Carolina,10042802,0,5780476,0,4815397
2021-08-29,North Carolina,10042802,37818,5818294,28602,4843999
2021-08-30,North Carolina,10042802,11356,5829650,9917,4853916
2021-08-31,North Carolina,10042802,8370,5838020,6820,4860736
2021-09-01,North Carolina,10042802,16148,5854168,11093,4871829
2021-09-02,North Carolina,10042802,16963,5871131,11656,4883485
2021-09-03,North Carolina,10042802,29155,5900286,20927,4904412
2021-09-04,North Carolina,10042802,17453,5917739,12843,4917255
2021-09-05,North Carolina,10042802,0,5917739,0,4917255
2021-09-06,North Carolina,10042802,0,5917739,0,4917255
2021-09-07,North Carolina,10042802,31691,5949430,26673,4943928
2021-09-08,North Carolina,10042802,12295,5961725,8567,4952495
2021-09-09,North Carolina,10042802,22915,5984640,24357,4976852
2021-09-10,North Carolina,10042802,15377,6000017,14032,4990884
2021-09-11,North Carolina,10042802,15360,6015377,12977,5003861
2021-09-12,North Carolina,10042802,18526,6033903,16125,5019986
2021-09-13,North Carolina,10042802,0,6033903,0,5019986
2021-09-14,North Carolina,10042802,20407,6054310,18042,5038028
2021-09-15,North Carolina,10042802,12369,6066679,11501,5049529
2021-09-16,North Carolina,10042802,12087,6078766,11895,5061424
2021-09-17,North Carolina,10042802,12660,6091426,12887,5074311
2021-09-18,North Carolina,10042802,12744,6104170,13093,5087404
2021-09-19,North Carolina,10042802,16557,6120727,18190,5105594
2021-09-20,North Carolina,10042802,7705,6128432,8315,5113909
2021-09-21,North Carolina,10042802,6914,6135346,6643,5120552
2021-09-22,North Carolina,10042802,10513,6145859,11709,5132261
2021-09-23,North Carolina,10042802,10831,6156690,11824,5144085
2021-09-24,North Carolina,10042802,9598,6166288,11421,5155506
2021-09-25,North Carolina,10042802,13893,6180181,12989,5168495
2021-09-26,North Carolina,10042802,11832,6192013,12351,5180846
2021-09-27,North Carolina,10042802,28037,6220050,19796,5200642
2021-09-28,North Carolina,10042802,0,6220050,0,5200642
2021-09-29,North Carolina,10042802,32239,6252289,11874,5212516
2021-09-30,North Carolina,10042802,18198,6270487,8895,5221411
2021-10-01,North Carolina,10042802,18087,6288574,11018,5232429
2021-10-02,North Carolina,10042802,12849,6301423,8733,5241162
2021-10-03,North Carolina,10042802,15559,6316982,11391,5252553
2021-10-04,North Carolina,10042802,10268,6327250,6882,5259435
2021-10-05,North Carolina,10042802,9503,6336753,4108,5263543
2021-10-06,North Carolina,10042802,36224,6372977,69171,5332714
2021-10-07,North Carolina,10042802,12620,6385597,7178,5339892
2021-10-08,North Carolina,10042802,14900,6400497,8759,5348651
2021-10-09,North Carolina,10042802,14948,6415445,8633,5357284
2021-10-10,North Carolina,10042802,0,6415445,0,5357284
2021-10-11,North Carolina,10042802,0,6415445,0,5357284
2021-10-12,North Carolina,10042802,38288,6453733,22611,5379895
2021-10-13,North Carolina,10042802,12126,6465859,6354,5386249
2021-10-14,North Carolina,10042802,15201,6481060,14569,5400818
2021-10-15,North Carolina,10042802,13766,6494826,9017,5409835
2021-10-16,North Carolina,10042802,10101,6504927,7760,5417595
2021-10-17,North Carolina,10042802,10071,6514998,5610,5423205
2021-10-18,North Carolina,10042802,11383,6526381,13531,5436736
2021-10-19,North Carolina,10042802,8042,6534423,3477,5440213
2021-10-20,North Carolina,10042802,11467,6545890,10004,5450217
2021-10-21,North Carolina,10042802,10848,6556738,6121,5456338
2021-10-22,North Carolina,10042802,25491,6582229,14104,5470442
2021-10-23,North Carolina,10042802,11996,6594225,6676,5477118
2021-10-24,North Carolina,10042802,12584,6606809,6307,5483425
2021-10-25,North Carolina,10042802,13099,6619908,3318,5486743
2021-10-26,North Carolina,10042802,14844,6634752,2697,5489440
2021-10-27,North Carolina,10042802,37500,6672252,8998,5498438
2021-10-28,North Carolina,10042802,20733,6692985,6081,5504519
2021-10-29,North Carolina,10042802,19189,6712174,6203,5510722
2021-10-30,North Carolina,10042802,22450,6734624,7252,5517974
2021-10-31,North Carolina,10042802,17678,6752302,6563,5524537
2021-11-01,North Carolina,10042802,28262,6780564,6150,5530687
2021-11-02,North Carolina,10042802,13170,6793734,2509,5533196
2021-11-03,North Carolina,10042802,17495,6811229,5174,5538370
2021-11-04,North Carolina,10042802,17375,6828604,5430,5543800
2021-11-05,North Carolina,10042802,1685,6830289,23102,5566902
2021-11-06,North Carolina,10042802,20733,6851022,7078,5573980
2021-11-07,North Carolina,10042802,15353,6866375,5180,5579160
2021-11-08,North Carolina,10042802,16540,6882915,3517,5582677
2021-11-09,North Carolina,10042802,15667,6898582,2603,5585280
2021-11-10,North Carolina,10042802,23082,6921664,4892,5590172
2021-11-11,North Carolina,10042802,0,6921664,0,5590172
2021-11-12,North Carolina,10042802,51582,6973246,10448,5600620
2021-11-13,North Carolina,10042802,24938,6998184,4057,5604677
2021-11-14,North Carolina,10042802,22376,7020560,4522,5609199
2021-11-15,North Carolina,10042802,16942,7037502,2415,5611614
2021-11-16,North Carolina,10042802,42735,7080237,7684,5619298
2021-11-17,North Carolina,10042802,39646,7119883,6839,5626137
2021-11-18,North Carolina,10042802,0,7119883,0,5626137
2021-11-19,North Carolina,10042802,22497,7142380,4449,5630586
2021-11-20,North Carolina,10042802,21056,7163436,4560,5635146
2021-11-21,North Carolina,10042802,23230,7186666,5169,5640315
2021-11-22,North Carolina,10042802,21819,7208485,3194,5643509
2021-11-23,North Carolina,10042802,0,7208485,0,5643509
2021-11-24,North Carolina,10042802,73757,7282242,16817,5660326
2021-11-25,North Carolina,10042802,0,7282242,0,5660326
2021-11-26,North Carolina,10042802,0,7282242,0,5660326
2021-11-27,North Carolina,10042802,0,7282242,0,5660326
2021-11-28,North Carolina,10042802,0,7282242,0,5660326
2021-11-29,North Carolina,10042802,0,7282242,0,5660326
2021-11-30,North Carolina,10042802,88873,7371115,25748,5686074
2021-12-01,North Carolina,10042802,13597,7384712,8220,5694294
2021-12-02,North Carolina,10042802,22880,7407592,10783,5705077
2021-12-03,North Carolina,10042802,22455,7430047,12049,5717126
2021-12-04,North Carolina,10042802,46704,7476751,17479,5734605
2021-12-05,North Carolina,10042802,12387,7489138,3836,5738441
2021-12-06,North Carolina,10042802,7877,7497015,3006,5741447
2021-12-07,North Carolina,10042802,30757,7527772,27743,5769190
2021-12-08,North Carolina,10042802,20198,7547970,9348,5778538
2021-12-09,North Carolina,10042802,22219,7570189,11994,5790532
2021-12-10,North Carolina,10042802,22174,7592363,10934,5801466
2021-12-11,North Carolina,10042802,52602,7644965,16182,5817648
2021-12-12,North Carolina,10042802,11199,7656164,2832,5820480
2021-12-13,North Carolina,10042802,7273,7663437,2025,5822505
2021-12-14,North Carolina,10042802,15530,7678967,8077,5830582
2021-12-15,North Carolina,10042802,0,7678967,0,5830582
2021-12-16,North Carolina,10042802,18895,7697862,7998,5838580
2021-12-17,North Carolina,10042802,58484,7756346,31500,5870080
2021-12-18,North Carolina,10042802,0,7756346,0,5870080
2021-12-19,North Carolina,10042802,41519,7797865,16761,5886841
2021-12-20,North Carolina,10042802,13225,7811090,5480,5892321
2021-12-21,North Carolina,10042802,15807,7826897,4268,5896589
2021-12-22,North Carolina,10042802,43162,7870059,11049,5907638
2021-12-23,North Carolina,10042802,36826,7906885,10235,5917873
2021-12-24,North Carolina,10042802,0,7906885,0,5917873
2021-12-25,North Carolina,10042802,0,7906885,0,5917873
2021-12-26,North Carolina,10042802,0,7906885,0,5917873
2021-12-27,North Carolina,10042802,54921,7961806,19875,5937748
2021-12-28,North Carolina,10042802,11728,7973534,3227,5940975
2021-12-29,North Carolina,10042802,15702,7989236,4189,5945164
2021-12-30,North Carolina,10042802,18802,8008038,6075,5951239
2021-12-31,North Carolina,10042802,0,8008038,0,5951239
2022-01-01,North Carolina,10042802,0,8008038,0,5951239
2022-01-02,North Carolina,10042802,0,8008038,0,5951239
2022-01-03,North Carolina,10042802,0,8008038,0,5951239
2022-01-04,North Carolina,10042802,77655,8085693,21156,5972395
2022-01-05,North Carolina,10042802,14772,8100465,4192,5976587
2022-01-06,North Carolina,10042802,0,8100465,0,5976587
2022-01-07,North Carolina,10042802,16125,8116590,4981,5981568
2022-01-08,North Carolina,10042802,57749,8174339,14411,5995979
2022-01-09,North Carolina,10042802,17915,8192254,6033,6002012
2022-01-10,North Carolina,10042802,10918,8203172,3403,6005415
2022-01-11,North Carolina,10042802,11979,8215151,3327,6008742
2022-01-12,North Carolina,10042802,13543,8228694,4183,6012925
2022-01-13,North Carolina,10042802,23450,8252144,7123,6020048
2022-01-14,North Carolina,10042802,13648,8265792,4750,6024798
2022-01-15,North Carolina,10042802,0,8265792,0,6024798
2022-01-16,North Carolina,10042802,15108,8280900,4466,6029264
2022-01-17,North Carolina,10042802,0,8280900,0,6029264
2022-01-18,North Carolina,10042802,25708,8306608,7523,6036787
2022-01-19,North Carolina,10042802,71228,8377836,37091,6073878
2022-01-20,North Carolina,10042802,16462,8394298,5510,6079388
2022-01-21,North Carolina,10042802,9912,8404210,4666,6084054
2022-01-22,North Carolina,10042802,10576,8414786,5197,6089251
2022-01-23,North Carolina,10042802,7698,8422484,4578,6093829
2022-01-24,North Carolina,10042802,4643,8427127,2906,6096735
2022-01-25,North Carolina,10042802,4835,8431962,2796,6099531
2022-01-26,North Carolina,10042802,10191,8442153,5340,6104871
2022-01-27,North Carolina,10042802,8486,8450639,5243,6110114
2022-01-28,North Carolina,10042802,8089,8458728,5171,6115285
2022-01-29,North Carolina,10042802,8435,8467163,4523,6119808
2022-01-30,North Carolina,10042802,8027,8475190,4837,6124645
2022-01-31,North Carolina,10042802,0,8475190,0,6124645
2022-02-01,North Carolina,10042802,10337,8485527,6545,6131190
2022-02-02,North Carolina,10042802,7568,8493095,4472,6135662
2022-02-03,North Carolina,10042802,0,8493095,0,6135662
2022-02-04,North Carolina,10042802,25852,8518947,11402,6147064
2022-02-05,North Carolina,10042802,8348,8527295,5357,6152421
2022-02-06,North Carolina,10042802,6440,8533735,5023,6157444
2022-02-07,North Carolina,10042802,4189,8537924,2797,6160241
2022-02-08,North Carolina,10042802,7085,8545009,3878,6164119
2022-02-09,North Carolina,10042802,0,8545009,0,6164119
2021-07-01,North Dakota,756927,619,334750,784,296509
2021-07-02,North Dakota,756927,536,335286,561,297070
2021-07-03,North Dakota,756927,463,335749,535,297605
2021-07-04,North Dakota,756927,515,336264,457,298062
2021-07-05,North Dakota,756927,0,336264,0,298062
2021-07-06,North Dakota,756927,118,336382,76,298138
2021-07-07,North Dakota,756927,94,336476,63,298201
2021-07-08,North Dakota,756927,455,336931,581,298782
2021-07-09,North Dakota,756927,457,337388,467,299249
2021-07-10,North Dakota,756927,386,337774,466,299715
2021-07-11,North Dakota,756927,468,338242,444,300159
2021-07-12,North Dakota,756927,68,338310,52,300211
2021-07-13,North Dakota,756927,102,338412,55,300266
2021-07-14,North Dakota,756927,271,338683,265,300531
2021-07-15,North Dakota,756927,417,339100,339,300870
2021-07-16,North Dakota,756927,492,339592,479,301349
2021-07-17,North Dakota,756927,544,340136,455,301804
2021-07-18,North Dakota,756927,455,340591,368,302172
2021-07-19,North Dakota,756927,33,340624,35,302207
2021-07-20,North Dakota,756927,0,340624,0,302207
2021-07-21,North Dakota,756927,58,340682,212,302419
2021-07-22,North Dakota,756927,556,341238,387,302806
2021-07-23,North Dakota,756927,689,341927,436,303242
2021-07-24,North Dakota,756927,780,342707,463,303705
2021-07-25,North Dakota,756927,677,343384,379,304084
2021-07-26,North Dakota,756927,130,343514,100,304184
2021-07-27,North Dakota,756927,48,343562,47,304231
2021-07-28,North Dakota,756927,706,344268,329,304560
2021-07-29,North Dakota,756927,694,344962,376,304936
2021-07-30,North Dakota,756927,879,345841,413,305349
2021-07-31,North Dakota,756927,935,346776,445,305794
2021-08-01,North Dakota,756927,721,347497,324,306118
2021-08-02,North Dakota,756927,150,347647,59,306177
2021-08-03,North Dakota,756927,133,347780,60,306237
2021-08-04,North Dakota,756927,549,348329,242,306479
2021-08-05,North Dakota,756927,811,349140,389,306868
2021-08-06,North Dakota,756927,891,350031,353,307221
2021-08-07,North Dakota,756927,974,351005,417,307638
2021-08-08,North Dakota,756927,997,352002,424,308062
2021-08-09,North Dakota,756927,253,352255,59,308121
2021-08-10,North Dakota,756927,69,352324,10,308131
2021-08-11,North Dakota,756927,586,352910,301,308432
2021-08-12,North Dakota,756927,964,353874,495,308927
2021-08-13,North Dakota,756927,948,354822,530,309457
2021-08-14,North Dakota,756927,1166,355988,710,310167
2021-08-15,North Dakota,756927,904,356892,437,310604
2021-08-16,North Dakota,756927,283,357175,108,310712
2021-08-17,North Dakota,756927,62,357237,15,310727
2021-08-18,North Dakota,756927,742,357979,486,311213
2021-08-19,North Dakota,756927,711,358690,391,311604
2021-08-20,North Dakota,756927,1035,359725,672,312276
2021-08-21,North Dakota,756927,1060,360785,754,313030
2021-08-22,North Dakota,756927,940,361725,590,313620
2021-08-23,North Dakota,756927,223,361948,93,313713
2021-08-24,North Dakota,756927,71,362019,32,313745
2021-08-25,North Dakota,756927,820,362839,611,314356
2021-08-26,North Dakota,756927,957,363796,670,315026
2021-08-27,North Dakota,756927,1100,364896,685,315711
2021-08-28,North Dakota,756927,0,364896,0,315711
2021-08-29,North Dakota,756927,2314,367210,1701,317412
2021-08-30,North Dakota,756927,198,367408,133,317545
2021-08-31,North Dakota,756927,159,367567,110,317655
2021-09-01,North Dakota,756927,79,367646,70,317725
2021-09-02,North Dakota,756927,1299,368945,1085,318810
2021-09-03,North Dakota,756927,1265,370210,912,319722
2021-09-04,North Dakota,756927,1440,371650,885,320607
2021-09-05,North Dakota,756927,0,371650,0,320607
2021-09-06,North Dakota,756927,0,371650,0,320607
2021-09-07,North Dakota,756927,1520,373170,1112,321719
2021-09-08,North Dakota,756927,77,373247,47,321766
2021-09-09,North Dakota,756927,1100,374347,841,322607
2021-09-10,North Dakota,756927,1337,375684,1084,323691
2021-09-11,North Dakota,756927,1486,377170,962,324653
2021-09-12,North Dakota,756927,1107,378277,919,325572
2021-09-13,North Dakota,756927,0,378277,0,325572
2021-09-14,North Dakota,756927,402,378679,184,325756
2021-09-15,North Dakota,756927,871,379550,643,326399
2021-09-16,North Dakota,756927,793,380343,721,327120
2021-09-17,North Dakota,756927,942,381285,992,328112
2021-09-18,North Dakota,756927,954,382239,1052,329164
2021-09-19,North Dakota,756927,882,383121,1058,330222
2021-09-20,North Dakota,756927,173,383294,133,330355
2021-09-21,North Dakota,756927,43,383337,44,330399
2021-09-22,North Dakota,756927,703,384040,721,331120
2021-09-23,North Dakota,756927,721,384761,683,331803
2021-09-24,North Dakota,756927,811,385572,878,332681
2021-09-25,North Dakota,756927,678,386250,976,333657
2021-09-26,North Dakota,756927,715,386965,895,334552
2021-09-27,North Dakota,756927,59,387024,112,334664
2021-09-28,North Dakota,756927,0,387024,0,334664
2021-09-29,North Dakota,756927,767,387791,891,335555
2021-09-30,North Dakota,756927,721,388512,902,336457
2021-10-01,North Dakota,756927,590,389102,942,337399
2021-10-02,North Dakota,756927,938,390040,935,338334
2021-10-03,North Dakota,756927,920,390960,870,339204
2021-10-04,North Dakota,756927,108,391068,42,339246
2021-10-05,North Dakota,756927,159,391227,139,339385
2021-10-06,North Dakota,756927,628,391855,601,339986
2021-10-07,North Dakota,756927,778,392633,613,340599
2021-10-08,North Dakota,756927,874,393507,720,341319
2021-10-09,North Dakota,756927,1189,394696,770,342089
2021-10-10,North Dakota,756927,0,394696,0,342089
2021-10-11,North Dakota,756927,0,394696,0,342089
2021-10-12,North Dakota,756927,1007,395703,914,343003
2021-10-13,North Dakota,756927,505,396208,542,343545
2021-10-14,North Dakota,756927,704,396912,658,344203
2021-10-15,North Dakota,756927,639,397551,624,344827
2021-10-16,North Dakota,756927,662,398213,659,345486
2021-10-17,North Dakota,756927,800,399013,710,346196
2021-10-18,North Dakota,756927,147,399160,93,346289
2021-10-19,North Dakota,756927,36,399196,51,346340
2021-10-20,North Dakota,756927,474,399670,362,346702
2021-10-21,North Dakota,756927,632,400302,462,347164
2021-10-22,North Dakota,756927,1200,401502,906,348070
2021-10-23,North Dakota,756927,695,402197,576,348646
2021-10-24,North Dakota,756927,775,402972,628,349274
2021-10-25,North Dakota,756927,219,403191,153,349427
2021-10-26,North Dakota,756927,74,403265,16,349443
2021-10-27,North Dakota,756927,-25,403240,-1386,348057
2021-10-28,North Dakota,756927,824,404064,497,348554
2021-10-29,North Dakota,756927,802,404866,549,349103
2021-10-30,North Dakota,756927,980,405846,625,349728
2021-10-31,North Dakota,756927,235,406081,52,349780
2021-11-01,North Dakota,756927,1271,407352,808,350588
2021-11-02,North Dakota,756927,68,407420,26,350614
2021-11-03,North Dakota,756927,545,407965,333,350947
2021-11-04,North Dakota,756927,12651,420616,12579,363526
2021-11-05,North Dakota,756927,828,421444,531,364057
2021-11-06,North Dakota,756927,1124,422568,528,364585
2021-11-07,North Dakota,756927,1254,423822,555,365140
2021-11-08,North Dakota,756927,348,424170,159,365299
2021-11-09,North Dakota,756927,64,424234,38,365337
2021-11-10,North Dakota,756927,1046,425280,366,365703
2021-11-11,North Dakota,756927,0,425280,0,365703
2021-11-12,North Dakota,756927,2753,428033,967,366670
2021-11-13,North Dakota,756927,1354,429387,330,367000
2021-11-14,North Dakota,756927,226,429613,54,367054
2021-11-15,North Dakota,756927,44,429657,12,367066
2021-11-16,North Dakota,756927,1838,431495,550,367616
2021-11-17,North Dakota,756927,847,432342,345,367961
2021-11-18,North Dakota,756927,0,432342,0,367961
2021-11-19,North Dakota,756927,999,433341,452,368413
2021-11-20,North Dakota,756927,1215,434556,502,368915
2021-11-21,North Dakota,756927,190,434746,35,368950
2021-11-22,North Dakota,756927,279,435025,44,368994
2021-11-23,North Dakota,756927,0,435025,0,368994
2021-11-24,North Dakota,756927,3624,438649,1367,370361
2021-11-25,North Dakota,756927,0,438649,0,370361
2021-11-26,North Dakota,756927,0,438649,0,370361
2021-11-27,North Dakota,756927,0,438649,0,370361
2021-11-28,North Dakota,756927,0,438649,0,370361
2021-11-29,North Dakota,756927,0,438649,0,370361
2021-11-30,North Dakota,756927,2982,441631,1212,371573
2021-12-01,North Dakota,756927,830,442461,697,372270
2021-12-02,North Dakota,756927,1051,443512,791,373061
2021-12-03,North Dakota,756927,1188,444700,1012,374073
2021-12-04,North Dakota,756927,1116,445816,951,375024
2021-12-05,North Dakota,756927,197,446013,41,375065
2021-12-06,North Dakota,756927,66,446079,19,375084
2021-12-07,North Dakota,756927,1391,447470,1508,376592
2021-12-08,North Dakota,756927,587,448057,440,377032
2021-12-09,North Dakota,756927,795,448852,571,377603
2021-12-10,North Dakota,756927,828,449680,729,378332
2021-12-11,North Dakota,756927,15025,464705,14343,392675
2021-12-12,North Dakota,756927,152,464857,64,392739
2021-12-13,North Dakota,756927,52,464909,10,392749
2021-12-14,North Dakota,756927,1250,466159,1194,393943
2021-12-15,North Dakota,756927,0,466159,0,393943
2021-12-16,North Dakota,756927,565,466724,469,394412
2021-12-17,North Dakota,756927,1529,468253,1381,395793
2021-12-18,North Dakota,756927,0,468253,0,395793
2021-12-19,North Dakota,756927,947,469200,693,396486
2021-12-20,North Dakota,756927,35,469235,24,396510
2021-12-21,North Dakota,756927,963,470198,811,397321
2021-12-22,North Dakota,756927,635,470833,569,397890
2021-12-23,North Dakota,756927,663,471496,522,398412
2021-12-24,North Dakota,756927,0,471496,0,398412
2021-12-25,North Dakota,756927,0,471496,0,398412
2021-12-26,North Dakota,756927,0,471496,0,398412
2021-12-27,North Dakota,756927,964,472460,726,399138
2021-12-28,North Dakota,756927,816,473276,573,399711
2021-12-29,North Dakota,756927,254,473530,251,399962
2021-12-30,North Dakota,756927,635,474165,528,400490
2021-12-31,North Dakota,756927,0,474165,0,400490
2022-01-01,North Dakota,756927,0,474165,0,400490
2022-01-02,North Dakota,756927,0,474165,0,400490
2022-01-03,North Dakota,756927,0,474165,0,400490
2022-01-04,North Dakota,756927,1954,476119,1563,402053
2022-01-05,North Dakota,756927,394,476513,407,402460
2022-01-06,North Dakota,756927,0,476513,0,402460
2022-01-07,North Dakota,756927,489,477002,523,402983
2022-01-08,North Dakota,756927,1156,478158,951,403934
2022-01-09,North Dakota,756927,143,478301,48,403982
2022-01-10,North Dakota,756927,23,478324,9,403991
2022-01-11,North Dakota,756927,791,479115,627,404618
2022-01-12,North Dakota,756927,371,479486,282,404900
2022-01-13,North Dakota,756927,508,479994,335,405235
2022-01-14,North Dakota,756927,589,480583,416,405651
2022-01-15,North Dakota,756927,0,480583,0,405651
2022-01-16,North Dakota,756927,597,481180,398,406049
2022-01-17,North Dakota,756927,0,481180,0,406049
2022-01-18,North Dakota,756927,55,481235,16,406065
2022-01-19,North Dakota,756927,3455,484690,2989,409054
2022-01-20,North Dakota,756927,275,484965,229,409283
2022-01-21,North Dakota,756927,382,485347,317,409600
2022-01-22,North Dakota,756927,381,485728,299,409899
2022-01-23,North Dakota,756927,100,485828,50,409949
2022-01-24,North Dakota,756927,18,485846,11,409960
2022-01-25,North Dakota,756927,46,485892,14,409974
2022-01-26,North Dakota,756927,610,486502,433,410407
2022-01-27,North Dakota,756927,329,486831,238,410645
2022-01-28,North Dakota,756927,362,487193,274,410919
2022-01-29,North Dakota,756927,296,487489,208,411127
2022-01-30,North Dakota,756927,63,487552,31,411158
2022-01-31,North Dakota,756927,0,487552,0,411158
2022-02-01,North Dakota,756927,325,487877,292,411450
2022-02-02,North Dakota,756927,160,488037,113,411563
2022-02-03,North Dakota,756927,0,488037,0,411563
2022-02-04,North Dakota,756927,392,488429,348,411911
2022-02-05,North Dakota,756927,253,488682,225,412136
2022-02-06,North Dakota,756927,45,488727,27,412163
2022-02-07,North Dakota,756927,38,488765,19,412182
2022-02-08,North Dakota,756927,214,488979,232,412414
2022-02-09,North Dakota,756927,0,488979,0,412414
2021-07-01,Nebraska,1896190,1330,1002343,1911,924490
2021-07-02,Nebraska,1896190,60,1002403,62,924552
2021-07-03,Nebraska,1896190,103,1002506,102,924654
2021-07-04,Nebraska,1896190,74,1002580,91,924745
2021-07-05,Nebraska,1896190,0,1002580,0,924745
2021-07-06,Nebraska,1896190,3145,1005725,3956,928701
2021-07-07,Nebraska,1896190,33,1005758,26,928727
2021-07-08,Nebraska,1896190,2108,1007866,2846,931573
2021-07-09,Nebraska,1896190,91,1007957,122,931695
2021-07-10,Nebraska,1896190,60,1008017,56,931751
2021-07-11,Nebraska,1896190,111,1008128,72,931823
2021-07-12,Nebraska,1896190,4525,1012653,5182,937005
2021-07-13,Nebraska,1896190,410,1013063,432,937437
2021-07-14,Nebraska,1896190,881,1013944,952,938389
2021-07-15,Nebraska,1896190,110,1014054,77,938466
2021-07-16,Nebraska,1896190,3248,1017302,3268,941734
2021-07-17,Nebraska,1896190,116,1017418,81,941815
2021-07-18,Nebraska,1896190,75,1017493,38,941853
2021-07-19,Nebraska,1896190,3876,1021369,3239,945092
2021-07-20,Nebraska,1896190,0,1021369,0,945092
2021-07-21,Nebraska,1896190,1754,1023123,1392,946484
2021-07-22,Nebraska,1896190,105,1023228,65,946549
2021-07-23,Nebraska,1896190,130,1023358,77,946626
2021-07-24,Nebraska,1896190,5754,1029112,3916,950542
2021-07-25,Nebraska,1896190,1569,1030681,1026,951568
2021-07-26,Nebraska,1896190,28,1030709,15,951583
2021-07-27,Nebraska,1896190,3081,1033790,1423,953006
2021-07-28,Nebraska,1896190,1685,1035475,780,953786
2021-07-29,Nebraska,1896190,2416,1037891,1469,955255
2021-07-30,Nebraska,1896190,2573,1040464,1285,956540
2021-07-31,Nebraska,1896190,2045,1042509,958,957498
2021-08-01,Nebraska,1896190,3278,1045787,1664,959162
