date,State,Population,new_confirmed,new_deceased,cumulative_confirmed,cumulative_deceased
8/3/2021,Texas,27469114,20135,64,3164075,53514
8/4/2021,Texas,27469114,11649,65,3175724,53579
8/5/2021,Texas,27469114,17534,77,3193258,53656
8/6/2021,Texas,27469114,24559,74,3217817,53730
8/7/2021,Texas,27469114,11265,58,3229082,53788
8/8/2021,Texas,27469114,2372,28,3231454,53816
8/9/2021,Texas,27469114,11712,37,3243166,53853
8/10/2021,Texas,27469114,20179,100,3263345,53953
8/11/2021,Texas,27469114,21854,108,3285199,54061
8/12/2021,Texas,27469114,13193,139,3298392,54200
8/13/2021,Texas,27469114,17816,145,3316208,54345
8/14/2021,Texas,27469114,10909,96,3327117,54441
8/15/2021,Texas,27469114,5942,47,3333059,54488
8/16/2021,Texas,27469114,13830,49,3346889,54537
8/17/2021,Texas,27469114,25497,106,3372386,54643
8/18/2021,Texas,27469114,19905,176,3392291,54819
8/19/2021,Texas,27469114,18576,212,3410867,55031
8/20/2021,Texas,27469114,22650,198,3433517,55229
8/21/2021,Texas,27469114,18221,161,3451738,55390
8/22/2021,Texas,27469114,3880,60,3455618,55450
8/23/2021,Texas,27469114,11352,59,3466970,55509
8/24/2021,Texas,27469114,21065,210,3488035,55719
8/25/2021,Texas,27469114,23412,248,3511447,55967
8/26/2021,Texas,27469114,15643,261,3527090,56228
8/27/2021,Texas,27469114,21281,291,3548371,56519
8/28/2021,Texas,27469114,10568,222,3558939,56741
8/29/2021,Texas,27469114,3869,109,3562808,56850
8/30/2021,Texas,27469114,19479,125,3582287,56975
8/31/2021,Texas,27469114,22151,230,3604438,57205
9/1/2021,Texas,27469114,26427,328,3630865,57533
9/2/2021,Texas,27469114,19469,336,3650334,57869
9/3/2021,Texas,27469114,26795,288,3677129,58157
9/4/2021,Texas,27469114,16206,265,3693335,58422
9/5/2021,Texas,27469114,2910,150,3696245,58572
9/6/2021,Texas,27469114,4711,47,3700956,58619
9/7/2021,Texas,27469114,9763,169,3710719,58788
9/8/2021,Texas,27469114,42057,302,3752776,59090
9/9/2021,Texas,27469114,32054,402,3784830,59492
9/10/2021,Texas,27469114,18075,413,3802905,59905
9/11/2021,Texas,27469114,10414,316,3813319,60221
9/12/2021,Texas,27469114,2499,136,3815818,60357
9/13/2021,Texas,27469114,17493,118,3833311,60475
9/14/2021,Texas,27469114,24281,315,3857592,60790
9/15/2021,Texas,27469114,22741,417,3880333,61207
9/16/2021,Texas,27469114,16938,366,3897271,61573
9/17/2021,Texas,27469114,18404,358,3915675,61931
9/18/2021,Texas,27469114,9553,295,3925228,62226
9/19/2021,Texas,27469114,1527,97,3926755,62323
9/20/2021,Texas,27469114,12001,109,3938756,62432
9/21/2021,Texas,27469114,15953,346,3954709,62778
9/22/2021,Texas,27469114,17293,384,3972002,63162
9/23/2021,Texas,27469114,10644,446,3982646,63608
9/24/2021,Texas,27469114,16746,408,3999392,64016
9/25/2021,Texas,27469114,5846,258,4005238,64274
9/26/2021,Texas,27469114,5975,145,4011213,64419
9/27/2021,Texas,27469114,10454,119,4021667,64538
9/28/2021,Texas,27469114,14198,268,4035865,64806
9/29/2021,Texas,27469114,14257,385,4050122,65191
9/30/2021,Texas,27469114,9834,341,4059956,65532
10/1/2021,Texas,27469114,9519,326,4069475,65858
10/2/2021,Texas,27469114,6351,248,4075826,66106
10/3/2021,Texas,27469114,1131,128,4076957,66234
10/4/2021,Texas,27469114,7818,133,4084775,66367
10/5/2021,Texas,27469114,10642,271,4095417,66638
10/6/2021,Texas,27469114,12724,377,4108141,67015
10/7/2021,Texas,27469114,7954,252,4116095,67267
10/8/2021,Texas,27469114,7851,392,4123946,67659
10/9/2021,Texas,27469114,4999,230,4128945,67889
10/10/2021,Texas,27469114,1009,105,4129954,67994
10/11/2021,Texas,27469114,5448,63,4135402,68057
10/12/2021,Texas,27469114,9748,230,4145150,68287
10/13/2021,Texas,27469114,9697,300,4154847,68587
10/14/2021,Texas,27469114,5594,224,4160441,68811
10/15/2021,Texas,27469114,6830,260,4167271,69071
10/16/2021,Texas,27469114,3313,202,4170584,69273
10/17/2021,Texas,27469114,862,100,4171446,69373
10/18/2021,Texas,27469114,4987,69,4176433,69442
10/19/2021,Texas,27469114,6256,207,4182689,69649
10/20/2021,Texas,27469114,5850,255,4188539,69904
10/21/2021,Texas,27469114,5695,224,4194234,70128
10/22/2021,Texas,27469114,4266,227,4198500,70355
10/23/2021,Texas,27469114,2908,176,4201408,70531
10/24/2021,Texas,27469114,1201,62,4202609,70593
10/25/2021,Texas,27469114,4391,72,4207000,70665
10/26/2021,Texas,27469114,5519,150,4212519,70815
10/27/2021,Texas,27469114,4217,237,4216736,71052
10/28/2021,Texas,27469114,6101,162,4222837,71214
10/29/2021,Texas,27469114,4211,190,4227048,71404
10/30/2021,Texas,27469114,2971,61,4230019,71465
10/31/2021,Texas,27469114,398,52,4230417,71517
11/1/2021,Texas,27469114,3337,70,4233754,71587
11/2/2021,Texas,27469114,5172,121,4238926,71708
11/3/2021,Texas,27469114,4266,154,4243192,71862
11/4/2021,Texas,27469114,3613,125,4246805,71987
11/5/2021,Texas,27469114,3089,138,4249894,72125
11/6/2021,Texas,27469114,2220,110,4252114,72235
11/7/2021,Texas,27469114,789,43,4252903,72278
11/8/2021,Texas,27469114,2405,59,4255308,72337
11/9/2021,Texas,27469114,5037,102,4260345,72439
11/10/2021,Texas,27469114,3036,23,4263381,72462
11/11/2021,Texas,27469114,5882,282,4269263,72744
11/12/2021,Texas,27469114,3264,270,4272527,73014
11/13/2021,Texas,27469114,2809,68,4275336,73082
11/14/2021,Texas,27469114,486,28,4275822,73110
11/15/2021,Texas,27469114,3403,50,4279225,73160
11/16/2021,Texas,27469114,5082,75,4284307,73235
11/17/2021,Texas,27469114,4088,122,4288395,73357
11/18/2021,Texas,27469114,4283,140,4292678,73497
11/19/2021,Texas,27469114,3970,94,4296648,73591
11/20/2021,Texas,27469114,1466,73,4298114,73664
11/21/2021,Texas,27469114,782,25,4298896,73689
11/22/2021,Texas,27469114,4108,47,4303004,73736
11/23/2021,Texas,27469114,3958,96,4306962,73832
11/24/2021,Texas,27469114,5702,89,4312664,73921
11/25/2021,Texas,27469114,329,1,4312993,73922
11/26/2021,Texas,27469114,40,1,4313033,73923
11/27/2021,Texas,27469114,37,0,4313070,73923
11/28/2021,Texas,27469114,-6,0,4313064,73923
11/29/2021,Texas,27469114,8455,146,4321519,74069
11/30/2021,Texas,27469114,6107,76,4327626,74145
12/1/2021,Texas,27469114,4385,99,4332011,74244
12/2/2021,Texas,27469114,4316,102,4336327,74346
12/3/2021,Texas,27469114,4178,76,4340505,74422
12/4/2021,Texas,27469114,1920,63,4342425,74485
12/5/2021,Texas,27469114,964,27,4343389,74512
12/6/2021,Texas,27469114,3985,20,4347374,74532
12/7/2021,Texas,27469114,4979,57,4352353,74589
12/8/2021,Texas,27469114,4202,96,4356555,74685
12/9/2021,Texas,27469114,3591,82,4360146,74767
12/10/2021,Texas,27469114,17611,103,4377757,74870
12/11/2021,Texas,27469114,3783,25,4381540,74895
12/12/2021,Texas,27469114,1822,28,4383362,74923
12/13/2021,Texas,27469114,4668,25,4388030,74948
12/14/2021,Texas,27469114,5526,77,4393556,75025
12/15/2021,Texas,27469114,5543,87,4399099,75112
12/16/2021,Texas,27469114,5859,100,4404958,75212
12/17/2021,Texas,27469114,6289,98,4411247,75310
12/18/2021,Texas,27469114,6775,61,4418022,75371
12/19/2021,Texas,27469114,6536,21,4424558,75392
12/20/2021,Texas,27469114,10569,22,4435127,75414
12/21/2021,Texas,27469114,11203,58,4446330,75472
12/22/2021,Texas,27469114,11196,81,4457526,75553
12/23/2021,Texas,27469114,12248,82,4469774,75635
12/24/2021,Texas,27469114,39,0,4469813,75635
12/25/2021,Texas,27469114,0,0,4469813,75635
12/26/2021,Texas,27469114,0,0,4469813,75635
12/27/2021,Texas,27469114,53547,161,4523360,75796
12/28/2021,Texas,27469114,15411,81,4538771,75877
12/29/2021,Texas,27469114,15536,78,4554307,75955
12/30/2021,Texas,27469114,20069,106,4574376,76061
12/31/2021,Texas,27469114,505,1,4574881,76062
1/1/2022,Texas,27469114,3882,0,4578763,76062
1/2/2022,Texas,27469114,2843,0,4581606,76062
1/3/2022,Texas,27469114,164902,218,4746508,76280
1/4/2022,Texas,27469114,53990,67,4800498,76347
1/5/2022,Texas,27469114,47796,99,4848294,76446
1/6/2022,Texas,27469114,45676,123,4893970,76569
1/7/2022,Texas,27469114,53772,107,4947742,76676
1/8/2022,Texas,27469114,49172,94,4996914,76770
1/9/2022,Texas,27469114,40304,41,5037218,76811
1/10/2022,Texas,27469114,47856,28,5085074,76839
1/11/2022,Texas,27469114,56588,110,5141662,76949
1/12/2022,Texas,27469114,73895,145,5215557,77094
1/13/2022,Texas,27469114,72204,118,5287761,77212
1/14/2022,Texas,27469114,121020,135,5408781,77347
1/15/2022,Texas,27469114,63244,120,5472025,77467
1/16/2022,Texas,27469114,50151,49,5522176,77516
1/17/2022,Texas,27469114,68268,3,5590444,77519
1/18/2022,Texas,27469114,53953,140,5644397,77659
1/19/2022,Texas,27469114,56047,150,5700444,77809
1/20/2022,Texas,27469114,46415,177,5746859,77986
1/21/2022,Texas,27469114,66246,185,5813105,78171
1/22/2022,Texas,27469114,63017,155,5876122,78326
1/23/2022,Texas,27469114,58118,62,5934240,78388
1/24/2022,Texas,27469114,38924,62,5973164,78450
1/25/2022,Texas,27469114,45056,149,6018220,78599
1/26/2022,Texas,27469114,30734,288,6048954,78887
1/27/2022,Texas,27469114,34796,224,6083750,79111
1/28/2022,Texas,27469114,38682,213,6122432,79324
1/29/2022,Texas,27469114,44150,195,6166582,79519
1/30/2022,Texas,27469114,26235,102,6192817,79621
1/31/2022,Texas,27469114,26529,73,6219346,79694
2/1/2022,Texas,27469114,35521,240,6254867,79934
2/2/2022,Texas,27469114,26051,287,6280918,80221
2/3/2022,Texas,27469114,27945,297,6308863,80518
2/4/2022,Texas,27469114,22174,167,6331037,80685
2/5/2022,Texas,27469114,20191,187,6351228,80872
2/6/2022,Texas,27469114,18058,37,6369286,80909
2/7/2022,Texas,27469114,16127,71,6385413,80980
2/8/2022,Texas,27469114,15116,295,6400529,81275
7/1/2021,Utah,2763885,540,4,415750,2375
7/2/2021,Utah,2763885,431,3,416181,2378
7/3/2021,Utah,2763885,0,0,416181,2378
7/4/2021,Utah,2763885,0,0,416181,2378
7/5/2021,Utah,2763885,0,0,416181,2378
7/6/2021,Utah,2763885,1149,7,417330,2385
7/7/2021,Utah,2763885,394,2,417724,2387
7/8/2021,Utah,2763885,668,2,418392,2389
7/9/2021,Utah,2763885,655,4,419047,2393
7/10/2021,Utah,2763885,0,0,419047,2393
7/11/2021,Utah,2763885,0,0,419047,2393
7/12/2021,Utah,2763885,1238,6,420285,2399
7/13/2021,Utah,2763885,471,3,420756,2402
7/14/2021,Utah,2763885,637,5,421393,2407
7/15/2021,Utah,2763885,653,3,422046,2410
7/16/2021,Utah,2763885,668,3,422714,2413
7/17/2021,Utah,2763885,-24,0,422690,2413
7/18/2021,Utah,2763885,0,0,422690,2413
7/19/2021,Utah,2763885,1552,3,424242,2416
7/20/2021,Utah,2763885,559,4,424801,2420
7/21/2021,Utah,2763885,873,4,425674,2424
7/22/2021,Utah,2763885,815,1,426489,2425
7/23/2021,Utah,2763885,0,0,426489,2425
7/24/2021,Utah,2763885,0,0,426489,2425
7/25/2021,Utah,2763885,0,0,426489,2425
7/26/2021,Utah,2763885,2269,9,428758,2434
7/27/2021,Utah,2763885,614,7,429372,2441
7/28/2021,Utah,2763885,843,6,430215,2447
7/29/2021,Utah,2763885,1113,3,431328,2450
7/30/2021,Utah,2763885,1211,1,432539,2451
7/31/2021,Utah,2763885,0,0,432539,2451
8/1/2021,Utah,2763885,0,0,432539,2451
8/2/2021,Utah,2763885,2244,15,434783,2466
8/3/2021,Utah,2763885,728,5,435511,2471
8/4/2021,Utah,2763885,1051,8,436562,2479
8/5/2021,Utah,2763885,1096,7,437658,2486
8/6/2021,Utah,2763885,893,8,438551,2494
8/7/2021,Utah,2763885,0,0,438551,2494
8/8/2021,Utah,2763885,0,0,438551,2494
8/9/2021,Utah,2763885,2019,9,440570,2503
8/10/2021,Utah,2763885,634,8,441204,2511
8/11/2021,Utah,2763885,1115,7,442319,2518
8/12/2021,Utah,2763885,1243,3,443562,2521
8/13/2021,Utah,2763885,901,4,444463,2525
8/14/2021,Utah,2763885,-4,0,444459,2525
8/15/2021,Utah,2763885,0,0,444459,2525
8/16/2021,Utah,2763885,2423,12,446882,2537
8/17/2021,Utah,2763885,963,0,447845,2537
8/18/2021,Utah,2763885,1489,12,449334,2549
8/19/2021,Utah,2763885,1282,14,450616,2563
8/20/2021,Utah,2763885,1116,9,451732,2572
8/21/2021,Utah,2763885,0,0,451732,2572
8/22/2021,Utah,2763885,0,0,451732,2572
8/23/2021,Utah,2763885,2718,12,454450,2584
8/24/2021,Utah,2763885,1141,9,455591,2593
8/25/2021,Utah,2763885,1585,12,457176,2605
8/26/2021,Utah,2763885,1491,10,458667,2615
8/27/2021,Utah,2763885,1286,8,459953,2623
8/28/2021,Utah,2763885,0,0,459953,2623
8/29/2021,Utah,2763885,0,0,459953,2623
8/30/2021,Utah,2763885,3331,5,463284,2628
8/31/2021,Utah,2763885,1218,6,464502,2634
9/1/2021,Utah,2763885,1686,6,466188,2640
9/2/2021,Utah,2763885,1688,12,467876,2652
9/3/2021,Utah,2763885,1634,6,469510,2658
9/4/2021,Utah,2763885,0,0,469510,2658
9/5/2021,Utah,2763885,0,0,469510,2658
9/6/2021,Utah,2763885,0,0,469510,2658
9/7/2021,Utah,2763885,4659,27,474169,2685
9/8/2021,Utah,2763885,1540,8,475709,2693
9/9/2021,Utah,2763885,2166,10,477875,2703
9/10/2021,Utah,2763885,2189,21,480064,2724
9/11/2021,Utah,2763885,0,0,480064,2724
9/12/2021,Utah,2763885,0,0,480064,2724
9/13/2021,Utah,2763885,4214,16,484278,2740
9/14/2021,Utah,2763885,1276,13,485554,2753
9/15/2021,Utah,2763885,1885,11,487439,2764
9/16/2021,Utah,2763885,1885,15,489324,2779
9/17/2021,Utah,2763885,1749,8,491073,2787
9/18/2021,Utah,2763885,0,0,491073,2787
9/19/2021,Utah,2763885,0,0,491073,2787
9/20/2021,Utah,2763885,3393,17,494466,2804
9/21/2021,Utah,2763885,1330,25,495796,2829
9/22/2021,Utah,2763885,1725,12,497521,2841
9/23/2021,Utah,2763885,1599,19,499120,2860
9/24/2021,Utah,2763885,1672,9,500792,2869
9/25/2021,Utah,2763885,0,0,500792,2869
9/26/2021,Utah,2763885,0,0,500792,2869
9/27/2021,Utah,2763885,3176,23,503968,2892
9/28/2021,Utah,2763885,1132,13,505100,2905
9/29/2021,Utah,2763885,1787,15,506887,2920
9/30/2021,Utah,2763885,1706,12,508593,2932
10/1/2021,Utah,2763885,1715,11,510308,2943
10/2/2021,Utah,2763885,0,0,510308,2943
10/3/2021,Utah,2763885,0,0,510308,2943
10/4/2021,Utah,2763885,3300,8,513608,2951
10/5/2021,Utah,2763885,1265,11,514873,2962
10/6/2021,Utah,2763885,1975,12,516848,2974
10/7/2021,Utah,2763885,1806,9,518654,2983
10/8/2021,Utah,2763885,1637,11,520291,2994
10/9/2021,Utah,2763885,0,0,520291,2994
10/10/2021,Utah,2763885,0,0,520291,2994
10/11/2021,Utah,2763885,0,0,520291,2994
10/12/2021,Utah,2763885,4372,31,524663,3025
10/13/2021,Utah,2763885,1844,17,526507,3042
10/14/2021,Utah,2763885,1253,8,527760,3050
10/15/2021,Utah,2763885,1493,17,529253,3067
10/16/2021,Utah,2763885,0,0,529253,3067
10/17/2021,Utah,2763885,0,0,529253,3067
10/18/2021,Utah,2763885,3036,23,532289,3090
10/19/2021,Utah,2763885,1343,5,533632,3095
10/20/2021,Utah,2763885,1410,11,535042,3106
10/21/2021,Utah,2763885,2341,12,537383,3118
10/22/2021,Utah,2763885,1619,10,539002,3128
10/23/2021,Utah,2763885,0,0,539002,3128
10/24/2021,Utah,2763885,0,0,539002,3128
10/25/2021,Utah,2763885,3637,21,542639,3149
10/26/2021,Utah,2763885,1614,10,544253,3159
10/27/2021,Utah,2763885,2070,22,546323,3181
10/28/2021,Utah,2763885,1862,9,548185,3190
10/29/2021,Utah,2763885,1813,18,549998,3208
10/30/2021,Utah,2763885,0,0,549998,3208
10/31/2021,Utah,2763885,0,0,549998,3208
11/1/2021,Utah,2763885,3177,29,553175,3237
11/2/2021,Utah,2763885,1250,11,554425,3248
11/3/2021,Utah,2763885,2153,14,556578,3262
11/4/2021,Utah,2763885,2267,14,558845,3276
11/5/2021,Utah,2763885,1872,10,560717,3286
11/6/2021,Utah,2763885,0,0,560717,3286
11/7/2021,Utah,2763885,0,0,560717,3286
11/8/2021,Utah,2763885,3972,14,564689,3300
11/9/2021,Utah,2763885,1560,13,566249,3313
11/10/2021,Utah,2763885,1533,12,567782,3325
11/11/2021,Utah,2763885,0,0,567782,3325
11/12/2021,Utah,2763885,3846,22,571628,3347
11/13/2021,Utah,2763885,0,0,571628,3347
11/14/2021,Utah,2763885,0,0,571628,3347
11/15/2021,Utah,2763885,4502,26,576130,3373
11/16/2021,Utah,2763885,1238,13,577368,3386
11/17/2021,Utah,2763885,2129,12,579497,3398
11/18/2021,Utah,2763885,1791,13,581288,3411
11/19/2021,Utah,2763885,1766,17,583054,3428
11/20/2021,Utah,2763885,0,0,583054,3428
11/21/2021,Utah,2763885,0,0,583054,3428
11/22/2021,Utah,2763885,3829,14,586883,3442
11/23/2021,Utah,2763885,1153,15,588036,3457
11/24/2021,Utah,2763885,1806,13,589842,3470
11/25/2021,Utah,2763885,0,0,589842,3470
11/26/2021,Utah,2763885,2416,17,592258,3487
11/27/2021,Utah,2763885,0,0,592258,3487
11/28/2021,Utah,2763885,0,0,592258,3487
11/29/2021,Utah,2763885,2480,21,594738,3508
11/30/2021,Utah,2763885,1195,20,595933,3528
12/1/2021,Utah,2763885,2297,17,598230,3545
12/2/2021,Utah,2763885,1981,0,600211,3545
12/3/2021,Utah,2763885,1875,19,602086,3564
12/4/2021,Utah,2763885,0,0,602086,3564
12/5/2021,Utah,2763885,0,0,602086,3564
12/6/2021,Utah,2763885,3458,31,605544,3595
12/7/2021,Utah,2763885,1122,11,606666,3606
12/8/2021,Utah,2763885,1423,16,608089,3622
12/9/2021,Utah,2763885,1397,10,609486,3632
12/10/2021,Utah,2763885,1332,8,610818,3640
12/11/2021,Utah,2763885,0,0,610818,3640
12/12/2021,Utah,2763885,0,0,610818,3640
12/13/2021,Utah,2763885,2670,21,613488,3661
12/14/2021,Utah,2763885,924,12,614412,3673
12/15/2021,Utah,2763885,1307,15,615719,3688
12/16/2021,Utah,2763885,1105,9,616824,3697
12/17/2021,Utah,2763885,1016,7,617840,3704
12/18/2021,Utah,2763885,0,0,617840,3704
12/19/2021,Utah,2763885,0,0,617840,3704
12/20/2021,Utah,2763885,2502,13,620342,3717
12/21/2021,Utah,2763885,815,21,621157,3738
12/22/2021,Utah,2763885,1407,11,622564,3749
12/23/2021,Utah,2763885,1289,5,623853,3754
12/24/2021,Utah,2763885,0,0,623853,3754
12/25/2021,Utah,2763885,0,0,623853,3754
12/26/2021,Utah,2763885,0,0,623853,3754
12/27/2021,Utah,2763885,4608,16,628461,3770
12/28/2021,Utah,2763885,1816,4,630277,3774
12/29/2021,Utah,2763885,3304,7,633581,3781
12/30/2021,Utah,2763885,3563,6,637144,3787
12/31/2021,Utah,2763885,0,0,637144,3787
1/1/2022,Utah,2763885,0,0,637144,3787
1/2/2022,Utah,2763885,0,0,637144,3787
1/3/2022,Utah,2763885,14754,17,651898,3804
1/4/2022,Utah,2763885,4655,7,656553,3811
1/5/2022,Utah,2763885,7248,44,663801,3855
1/6/2022,Utah,2763885,8913,13,672714,3868
1/7/2022,Utah,2763885,9468,19,682182,3887
1/8/2022,Utah,2763885,0,0,682182,3887
1/9/2022,Utah,2763885,0,0,682182,3887
1/10/2022,Utah,2763885,24147,20,706329,3907
1/11/2022,Utah,2763885,9825,15,716154,3922
1/12/2022,Utah,2763885,10220,14,726374,3936
1/13/2022,Utah,2763885,12990,7,739364,3943
1/14/2022,Utah,2763885,11128,8,750492,3951
1/15/2022,Utah,2763885,0,0,750492,3951
1/16/2022,Utah,2763885,0,0,750492,3951
1/17/2022,Utah,2763885,0,0,750492,3951
1/18/2022,Utah,2763885,39883,28,790375,3979
1/19/2022,Utah,2763885,12564,18,802939,3997
1/20/2022,Utah,2763885,11608,22,814547,4019
1/21/2022,Utah,2763885,11602,11,826149,4030
1/22/2022,Utah,2763885,0,0,826149,4030
1/23/2022,Utah,2763885,0,0,826149,4030
1/24/2022,Utah,2763885,21972,33,848121,4063
1/25/2022,Utah,2763885,6602,10,854723,4073
1/26/2022,Utah,2763885,7493,18,862216,4091
1/27/2022,Utah,2763885,7033,6,869249,4097
1/28/2022,Utah,2763885,6165,10,875414,4107
1/29/2022,Utah,2763885,0,0,875414,4107
1/30/2022,Utah,2763885,0,0,875414,4107
1/31/2022,Utah,2763885,10272,11,885686,4118
2/1/2022,Utah,2763885,2846,20,888532,4138
2/2/2022,Utah,2763885,3609,12,892141,4150
2/3/2022,Utah,2763885,3483,10,895624,4160
2/4/2022,Utah,2763885,2808,13,898432,4173
2/5/2022,Utah,2763885,0,0,898432,4173
2/6/2022,Utah,2763885,0,0,898432,4173
2/7/2022,Utah,2763885,5508,18,903940,4191
2/8/2022,Utah,2763885,1342,32,905282,4223
7/1/2021,Virginia,8382993,224,4,680564,11419
7/2/2021,Virginia,8382993,180,4,680744,11423
7/3/2021,Virginia,8382993,160,0,680904,11423
7/4/2021,Virginia,8382993,168,4,681072,11427
7/5/2021,Virginia,8382993,122,4,681194,11431
7/6/2021,Virginia,8382993,132,3,681326,11434
7/7/2021,Virginia,8382993,273,2,681599,11436
7/8/2021,Virginia,8382993,291,5,681890,11441
7/9/2021,Virginia,8382993,257,7,682147,11448
7/10/2021,Virginia,8382993,286,2,682433,11450
7/11/2021,Virginia,8382993,240,0,682673,11450
7/12/2021,Virginia,8382993,183,0,682856,11450
7/13/2021,Virginia,8382993,346,9,683202,11459
7/14/2021,Virginia,8382993,412,8,683614,11467
7/15/2021,Virginia,8382993,440,4,684054,11471
7/16/2021,Virginia,8382993,445,6,684499,11477
7/17/2021,Virginia,8382993,0,0,684499,11477
7/18/2021,Virginia,8382993,0,0,684499,11477
7/19/2021,Virginia,8382993,986,6,685485,11483
7/20/2021,Virginia,8382993,721,4,686206,11487
7/21/2021,Virginia,8382993,678,4,686884,11491
7/22/2021,Virginia,8382993,666,2,687550,11493
7/23/2021,Virginia,8382993,750,7,688300,11500
7/24/2021,Virginia,8382993,0,0,688300,11500
7/25/2021,Virginia,8382993,0,0,688300,11500
7/26/2021,Virginia,8382993,1883,6,690183,11506
7/27/2021,Virginia,8382993,835,9,691018,11515
7/28/2021,Virginia,8382993,1087,7,692105,11522
7/29/2021,Virginia,8382993,1101,3,693206,11525
7/30/2021,Virginia,8382993,1178,7,694384,11532
7/31/2021,Virginia,8382993,0,0,694384,11532
8/1/2021,Virginia,8382993,0,0,694384,11532
8/2/2021,Virginia,8382993,3555,2,697939,11534
8/3/2021,Virginia,8382993,1403,2,699342,11536
8/4/2021,Virginia,8382993,1717,5,701059,11541
8/5/2021,Virginia,8382993,1760,5,702819,11546
8/6/2021,Virginia,8382993,1845,12,704664,11558
8/7/2021,Virginia,8382993,0,0,704664,11558
8/8/2021,Virginia,8382993,0,0,704664,11558
8/9/2021,Virginia,8382993,4655,13,709319,11571
8/10/2021,Virginia,8382993,1759,7,711078,11578
8/11/2021,Virginia,8382993,2117,3,713195,11581
8/12/2021,Virginia,8382993,2361,2,715556,11583
8/13/2021,Virginia,8382993,2270,16,717826,11599
8/14/2021,Virginia,8382993,0,0,717826,11599
8/15/2021,Virginia,8382993,0,0,717826,11599
8/16/2021,Virginia,8382993,5901,19,723727,11618
8/17/2021,Virginia,8382993,2244,7,725971,11625
8/18/2021,Virginia,8382993,2552,7,728523,11632
8/19/2021,Virginia,8382993,2764,6,731287,11638
8/20/2021,Virginia,8382993,2792,9,734079,11647
8/21/2021,Virginia,8382993,0,0,734079,11647
8/22/2021,Virginia,8382993,0,0,734079,11647
8/23/2021,Virginia,8382993,7081,28,741160,11675
8/24/2021,Virginia,8382993,3027,18,744187,11693
8/25/2021,Virginia,8382993,3454,22,747641,11715
8/26/2021,Virginia,8382993,3492,15,751133,11730
8/27/2021,Virginia,8382993,3519,39,754652,11769
8/28/2021,Virginia,8382993,0,0,754652,11769
8/29/2021,Virginia,8382993,0,0,754652,11769
8/30/2021,Virginia,8382993,8296,41,762948,11810
8/31/2021,Virginia,8382993,3487,32,766435,11842
9/1/2021,Virginia,8382993,3407,19,769842,11861
9/2/2021,Virginia,8382993,4255,18,774097,11879
9/3/2021,Virginia,8382993,4070,20,778167,11899
9/4/2021,Virginia,8382993,0,0,778167,11899
9/5/2021,Virginia,8382993,0,0,778167,11899
9/6/2021,Virginia,8382993,8743,30,786910,11929
9/7/2021,Virginia,8382993,2007,18,788917,11947
9/8/2021,Virginia,8382993,4479,30,793396,11977
9/9/2021,Virginia,8382993,3952,33,797348,12010
9/10/2021,Virginia,8382993,4479,26,801827,12036
9/11/2021,Virginia,8382993,0,0,801827,12036
9/12/2021,Virginia,8382993,0,0,801827,12036
9/13/2021,Virginia,8382993,9252,53,811079,12089
9/14/2021,Virginia,8382993,3659,29,814738,12118
9/15/2021,Virginia,8382993,4066,52,818804,12170
9/16/2021,Virginia,8382993,4181,37,822985,12207
9/17/2021,Virginia,8382993,4212,35,827197,12242
9/18/2021,Virginia,8382993,0,0,827197,12242
9/19/2021,Virginia,8382993,0,0,827197,12242
9/20/2021,Virginia,8382993,8943,70,836140,12312
9/21/2021,Virginia,8382993,3335,52,839475,12364
9/22/2021,Virginia,8382993,3737,45,843212,12409
9/23/2021,Virginia,8382993,3767,54,846979,12463
9/24/2021,Virginia,8382993,2886,48,849865,12511
9/25/2021,Virginia,8382993,0,0,849865,12511
9/26/2021,Virginia,8382993,0,0,849865,12511
